First Name,Last Name,Mailing Address,Mailing City,Mailing State,Mailing Zip,Property Address,Property City,Property State,Property Zip,Lead Type,Document Type,Date Filed,Document Number,Amount/Debt Owed,Seller Score,Motivated Seller Flags,Source,Public Records URL
URBAN,EDGE BUILDERS LLC,4202 F ST,HOUSTON,TX,77072-5366,4202 F ST,HOUSTON,TX,77072,Lis Pendens,L/P,2026-05-29,RP-2026-210248,,90,Lis pendens; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWGrWvi+sjFtoLlOKI+AQRcztiL9aGrJ7/3O5N1M3C1XEyOryTHzFVgHPe0gJ2W0/AT1mUO+qwhclgwiwBU/6sQxbuAKIa5d3tGSIxvsCFe7luctlXQwfy7dMcEYHZUOkg==
JOHNSON,JAZZY CONTERA,,,TX,,,,TX,,Lien,LIEN,2026-05-27,RP-2026-205869,,55,Mechanic lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
SHARPE,KRISLA MILLER,,,TX,,,,TX,,Lien,LIEN,2026-05-27,RP-2026-205868,,55,Mechanic lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
ATTORNEY,GENERAL OFFICE,,,TX,,,,TX,,Lien,LIEN,2026-05-27,RP-2026-205829,,55,Mechanic lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
RICHARDSON,KIANNA NICOLE,,,TX,,,,TX,,Lien,LIEN,2026-05-27,RP-2026-205828,,55,Mechanic lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
HERRON,KRISTIN ASHLEY,,,TX,,,,TX,,Lien,LIEN,2026-05-27,RP-2026-205823,,55,Mechanic lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
TOLLETT,LUKE P,,,TX,,,,TX,,Lien,LIEN,2026-05-26,RP-2026-203916,,55,Mechanic lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
SPENCE,ASHELY LATEISHA,,,TX,,,,TX,,Lien,LIEN,2026-05-26,RP-2026-203787,,55,Mechanic lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
ROSALES,CLARISSA,,,TX,,,,TX,,Lien,LIEN,2026-05-26,RP-2026-203786,,55,Mechanic lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
ATTORNEY,GENERAL OFFICE,,,TX,,,,TX,,Lien,LIEN,2026-05-26,RP-2026-203785,,55,Mechanic lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
SANDERS,FRANCISCA NYKOL,,,TX,,,,TX,,Lien,LIEN,2026-05-26,RP-2026-203778,,55,Mechanic lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
SUAREZ,MELISSA MERCEDES,,,TX,,,,TX,,Lien,LIEN,2026-05-26,RP-2026-203777,,55,Mechanic lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
JARMON,CHANDRA LA'NETTE,,,TX,,,,TX,,Lien,LIEN,2026-05-26,RP-2026-203776,,55,Mechanic lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
RAHIM,JAMILAH,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206630,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
CARRILLO,BERNADETTE,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206628,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
JUST,REAL KARE,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206624,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MEDRANO,LULS,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206622,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
SWOOPES,SHERYL D,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206618,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
PRESTIGE,CABINET DOORS,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206612,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
ROGERS,MARINA D,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206603,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
BAKKER,MARCEL,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206602,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
JMA,PAINTING,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206599,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
HAPPY,TEAHOUSE,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206597,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
AKHIGBE,BRIGHT,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206593,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
POLLACK,LEE S,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206592,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MUNOZ,KRISTY,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206591,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
TELL,CHRISTOPHER L,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206590,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
CITIZEN,WILLIAM J JR,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206589,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
NELSON,MELIA A,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206586,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
TAQI,MOHAMMED H,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206585,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
INDUSTRIAL,PROCESS SERVICES,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206584,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
NASRAT,TASNUVA,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206583,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
WANG,TONY,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206579,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
CANCINO,MARIO,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206576,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
FRANCIS,LINDA K,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206575,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
FENNEN,DEARMOND J,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206574,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
DELCOMYN,KEVIN W,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206573,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
DAY,JARED,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206572,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MILES,BORRIS L,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206570,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
RAYNOR,RAASHAD,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206568,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
TRUDO,CLARENCE D,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206567,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
AUGUSTE,PATRICE,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206565,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
GOODLY,CRYSTAL,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206564,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
AUGUSTE,EDWARD A,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206563,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MCHAZLETT,JOHN D,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206561,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MCHAZLETT,MICHELLE E,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206560,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
BLACK,SHANNON,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206557,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
TURNER,JUDI E,,,TX,,,,TX,,Federal Tax Lien,T/L,2026-05-27,RP-2026-206556,,55,Tax lien; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
DISCOVER,BANK,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-29,RP-2026-211585,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVUjCRukr77Ei7W3ew+ojAKd7nigc4Hv+k6lXZ2og1a+JFIxozczEb7dwbylC1LPvg4I3NeLVBH6ljIyBwdNNPBGBaspvFiUtiODjISdhzR1UXUgVVjtPoc7Qz69lirFyOQ==
DISCOVER,BANK,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-29,RP-2026-211584,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWR0MH7maK5XccshrOkHUXiia2gev6Zk9aDihcxf/+gz6wjbbJulq0Xbb3OG4rWtO0W2A5wmqbzMrL9vvGIdFDJoi1IjFPiNlfweePm/WqOME5ruRNtmd4bEWSM+4/VR+w==
DISCOVER,BANK,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-29,RP-2026-211583,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdZ+3Nlq8ot53E09bj7fTUKvlaS0OTf5dJNAYPt9oog8WgRbrvatS3jRpQisWgIUZIy9NHVVe0G8qZdP4v0nfUatkEdox6RRrAPiWV/ozM3sIhvptOoJdVYN32KJMnbhVg==
DISCOVER,BANK,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-29,RP-2026-211582,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVeyYtI25OaC31cBNQ+kQ2cZYeZWteDSGGyRAQ6E7qSIQ/Jq+yQNinXUeHNdxyx+JS2eF1o9BOVuv+/OtSg3eB+HaKTjtpoYobG8ImGo06acF76u76atf0ZfZ2oTfem4whQ==
DISCOVER,BANK,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-29,RP-2026-211581,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVTCYswyRQHwh/HRU9q0g3lh1nOlF+mVOZ0z8A/jT2xk4wWW20Mpvn+PsSScsJZSGel3f/K8UlITQjw4k4UtprsuDFQgOnDBxDWkPJbWnkhAifqdiYgKewyLipqBFRFWtVQ==
DISCOVER,BANK,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-29,RP-2026-211580,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfdQCxxKUe7fgl9ieRqU+cqVxCtoL7gxykzXw1461iXyNEB/9SEAIgt53Bx72qCqTKa6ysHcGeHvoOcAlkiI1zAeVXqc2Hf/8+wD1FJKDnWlkc94l8BgtVan09xQFR0Huw==
DISCOVER,BANK,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-29,RP-2026-211573,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVacuVnxspvqJWg12rVJPgNhV3CRhj4s7UE+lmJfuRatFuUDlrdQwZObkgwmZUsCFaeGbXts1LVdBwPRzJb7tEXOU/ju+gkR1ISg57C7mJgSdgqROlucuHfZ1OKPirr6bag==
DISCOVER,BANK,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-29,RP-2026-211572,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVS/vGDNKr1TKSSC5O9BJ484UQ53pmzDiBvc3FV30sVRDSyUv5oOqAHsWaSc0g0TBR0jWcMJLjm8uzKB3f3evcHLvYSgw6ZKUSDap5hCEOeGxY8PFFljt65BBjDLn+etTQg==
DISCOVER,BANK,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-29,RP-2026-211571,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVcFdls+69GQadTAE58NJw7D1bOD06BubfnSQaHbDxHO/QEdADf5KmnIlP4l6eBlSHRGaPNw9srMESpcnup0U14pdp8hCQDAdeWzc8YKTizU7y1rTi08vvDjPZ/A5X8o9hw==
TRANSIT,AUTHORITY OF HOUSTON MTA,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-29,RP-2026-211252,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfzrwq45XxExZgWpK6cDP3+iyHDTs4/PT88M7LZDI56w2Yr0d8cIm6jOirux8uhE1PxZXyU4omGMT5bnq+n947dRnCFC7zG0s5YQkfxHCaqRqWazLxhGtq+LbTnsihJWEQ==
KVS,STEEL PRODUCTS LIMITED,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-29,RP-2026-210956,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVeV3qrnGaoFc3kQPXGk4oQpGzSXNlz+ewhgL0329DbJv8vYJcv7TS/qUWLiDF7yhR6UOpqxLC0DRUo5C0Vov1A88DVrzOP9+V3NGzx9tBlHkb4TZeapfsidVMsD4PJ3J0A==
BYLINE,FINANCIAL GROUP,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-29,RP-2026-210557,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZgwU+zgpxwEoW88WD4eZ5ivB9J4gU60fHzvLtrmiO8/L8dgeNjqGniRUKUbNnnA4buAsKaq7h5RjECAWRQabh8P63fFQ54QhqPzjmS6BZA+W/RcFuounVovOYnCXf7tnw==
VALLADARES,ANGIE,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-28,RP-2026-209756,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVUyOcoRzwipN6C8AEBycRt6rH1ZWy7UhA5q4dftf9ZHrDlsVmxyDUKWfTWjw7aIJ1KvCTuBGN5fbcz4etFws8LNvCI8utNFrp3hHJOneZP9886sPoIKo3PfytyiAQZDkEA==
NECHES,FEDERAL CREDIT UNION,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-28,RP-2026-209642,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSRdY9Vmbr2/eTwWkn5XvbRRx58bH5b7UmkSjEA3/RadcaGO5sAyUBVvmYXf7EsQaiqQV0+aqa4ux4BTSanTHPSp1xqiFboebHDMh+9TfPMZWaFWohYL7RwlEKNx5N8feg==
MADIPURI,LEELA,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-28,RP-2026-209115,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVf7sEUtY05x/k/6zdqnHdergqz2oGGPoCC9LH66aWQGgDEtDMG518KI0mscwstDrhKqBMZI5VYpSjOYO2qF/7XTRPttiwpPRQPVLikw0u11XXbFymrqUFJdc3Rty91fQvg==
TEXACO,P A W EMPLOYEES FEDERAL CREDIT UNION,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-28,RP-2026-209066,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVbOCpcCrulWZ032OHwiy9DkKnTrUld0xC5/tpiybQnve2h7fBRJEZfHPMmBSVJ8tmIEPFBWvKVwIs7COWGe3IDUDt63ccUbqYYK8N9s1BRIAJoWKn7hCecYWLeokQNBzIg==
DISCOVER,BANK,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-28,RP-2026-208305,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWOVpBKHW1LD2SdcFpY+kCz6ot5/dp31yRQzGoJPibVx0hRKovGBukmZMfu3tUEJZ0KsfLhzY7vtsGy5mPyLF1e/Q0jaef4dYy9fyLo2B2osnbETOyPIwXGjKVv+2+QAKg==
DISCOVER,BANK,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-28,RP-2026-208303,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdrqLfqLXe7OkNz1jC73oa84k5Dx0bhgm7OwYd4csiJxzpsce6lIK3KHzipgNOQl962x253LZo+qJwY9x56cCSlYjP8FVpK/72plRpTNiYcx43rCe/VjiJEXM4rU2YW+yQ==
ETERNA,CENTRO CRISTIANO DE VIDA,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-28,RP-2026-208165,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWltObftTCjmTDaZSuRFZyiWug0JhPw4s5LY86ezJcpMRiBA4V4+b8t/wG88tmIS2HC65iUzvDaIU0WNvigYBHdVkScAgc7YfY6l2BQv1Y5PyPEHXd3KQwkCNZiagguGyg==
HOMEBANK,N A,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-27,RP-2026-207719,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZq+pe//jHeI0QcI/Kce2752F8q1gEEqucdX/BP/qazx7Dod9mnRw5f03peehOVPPNKzv2OonXmYfkLVHRcnVTIRXN4zpMWM3L3peA+zFGUTkK3jAko8LBKgTdN9/3Pgwg==
ENOS,GREG B,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-27,RP-2026-206453,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdJQ/EpsKp3UAlLTrO0EZ93bNmMM0zKlBRJomEjJZaO1QnMwF8nrGlg5dnllAJTr7mGBhP3q7IyT0De0/jIdIz4DPmHhqAMPlxSp480kkjf8rkUM2WHO2RPjyamXoaRR/Q==
NWIGWE,GEORGE,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-27,RP-2026-206220,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVa0MRGjd2LKw5/fQ2gWwHVkqVzvRo4KAAd3If1asjxEzs//cwLAWJdVtuDMqtrPcDPcsXZ8DPx6Y/KsHtLsMN/c8mkNEOBm7Gl+eFQF9DvSNutfWD9Oc6i4Et1kWTy9Urg==
WALLER,RENDITION PENALTY,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-27,RP-2026-206195,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfQ82iIqCF+zcUSxpSj5hWNwtU2ZHtj2Ol9PoTgAvie35z2pA2uDzuXbduIob3c4Z6qe4sRJek/wOoGxIkq34b/gbtKifTwRSqQLiNzPrgEroCGfyfBf7MTSkv/9HASU2g==
DISCOVER,BANK,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-27,RP-2026-205800,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVci0jmraLDE3gzFJt4278TEaBE4lfGdJh55aZMKVAb9Cex9jD1+A6dPb0MESHQZYScDFRiSgJjX5SNvqc2oebKX1ydzvPs9WLc4OytVlNGImqKJMRmR8PInMz4nbLmmA1A==
SYNCHRONY,BANK,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-27,RP-2026-205790,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVTcOZDagZG3Ra1nFTsZHsWeCx4b7GGwuik6+1dY8TJUV0vtnjBi8OVG142VgkGdnDWAM8UssUwfprsdnXJM6iBHZb3OvYUnH1kEJi8VKso6n0C876GgYboKacy2sddzA5A==
DISCOVER,BANK,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-27,RP-2026-205788,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVQtCwt1kvQ+UCLumFNCA+A37qNiq+8x5JDO8L+1eP9ClyVFrp3mbp+BMohm3qLVZ28592Nrd8HDWjHSldOOv2KIrHRHcOV4gxDyP73KAINRV/3n6DahcPYNA/2iQNyx1bA==
DISCOVER,BANK,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-27,RP-2026-205772,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVa4K7ammAc/cqoHT+O8TcVMn9f5yS9IaIOT95x83k+g8NaP/oySKg48QN8cYkeoNrI2aEdQJZWM/yuAPP5yulzKsnKN4dOC+XqQCTswMK48rGh0HJBgBjYUXsUIDEpmqVw==
DISCOVER,BANK,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-27,RP-2026-205771,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVTbzQ/UMpfrQAgsk56cRfGYNtkTAGd6r+rq/tq1RPzJsqlZHmpChNxG6e3KwhCoYNIi4mvzA7XMhw3mQb+kGnyv4BMKDL40NRfgRe1lAxk2Ghm3UV710gD8O7fuKrElKYA==
DISCOVER,BANK,,,TX,,,,TX,,Abstract of Judgment,A/J,2026-05-26,RP-2026-205081,,55,Judgment lien; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfI8BRv2I+e4BSHRmQVcclW1yP6ZVaol6b2WzB+dbaEbSOc7Tn3EZh5p7MX4OGWxQ4gEOoUEFkr4IxMhzz/JgTQfM2WyyjqBmfnCrwOX4Bx2JYTAgskkprsispWI2wVONg==
LAVERGNE,DOROTHY E EST,,,TX,,,,TX,,Probate,PROB,2026-05-28,RP-2026-209138,,55,Probate / estate; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVUNbBaCAaIldYuJwisADzM7N194MQfAZ10WA9/eYdvvaAqQAXKqFNWisCsmYn2FU9FNzrhvEGf4m1GpS+NjCaSocrKYNWvi21CbXzu7lGtYQkM+RPI+JX6V6XxIQyiZB8Q==
ESCOBAR,ARNOLDO EFRAIN EST,,,TX,,,,TX,,Probate,PROB,2026-05-27,RP-2026-207147,,55,Probate / estate; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdSCkY9WS3LkboaKDX1Uj+35sFJsPMRjDK2rl3Yby1drLLdB+JIct/pv2xI2qLzJUqs4845Nm2vChUGKi0sezaX6G6Ab1/nhg7R6EvkHsWW09G29Mui+p4s9jQYYwZTEJw==
PIRWANI,MUSHTAQ ALI EST,,,TX,,,,TX,,Probate,PROB,2026-05-26,RP-2026-204647,,55,Probate / estate; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdjgq0aYbBA8fRw6QOekKoVo8ORjhMEFBhb9RIKBvBaVpe8jWisQ3iN482UGunQ3hSwB5ARzhh9ilVBzVLu60ASmVEgdXaWURe4ScdVC3Da8C5qC4k32rkPgDUv7sxBPrg==
MURTY,ONEIL EST,,,TX,,,,TX,,Probate,PROB,2026-05-26,RP-2026-203939,,55,Probate / estate; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRpasHMg4bGPvWJYziqdsWavDNOO1Wqaa8ZtKFCIHSUujueCJEplLXbjLSQdohgZFSePw0s/73WKShXcl6b/0id/hI2xPjzVyhyUe+9tghkMhUkKbfwzCGZSn+MgC4/rQA==
